Created,Day,Tweet ID,Full Text,Quote Full Text,Hashtags,Not mask or face covering related,HBM Related,Perceived Benefits,Perceived Barriers,Perceived Severity,Perceived Susceptibility,HBM Related AutoFill
Fri Jul 31 21:06:20 +0000 2020,213,1289306426444144640,"Herman Cain, dies of COVID-19, after being hospitalized less than 2 weeks after attending Trump’s 6/20 Tulsa rally, unmasked, with mostly unmasked crowd. #COVIDTRUMP https://t.co/sbvfGfA7eG",,COVIDTRUMP,,,,,,,
Sun Feb 09 11:20:54 +0000 2020,40,1226465996778737664,"New post (Facebook, China Light Flame Under Fed: Governor Cites Stablecoins Influencing Digital Dollar Research) has been published on Crypto Mainframe News (CMN) - https://t.co/S4qADd8HVy https://t.co/e8EQlcTL5h",,,,,,,,,
Tue Jun 23 23:06:56 +0000 2020,175,1275566034674737155,"@VaughnHillyard The church is packed, a few random masks. check back in 2 weeks by July 7 an uptick in infections of #COVID19 in AZ, with overwhelming Phoenix ICUs. Heaven help, bless our doctors, nurses, medical staff, hospital employees who will try to save their lives.",,COVID19,,,,,,,
Tue Jul 28 02:40:10 +0000 2020,210,1287940886861684737,@noahgotice Yea them ass cheeks overweight. I’m tryna wear her butt like a sleep mask,,,,,,,,,
Fri Aug 14 05:59:34 +0000 2020,227,1294151658448986114,"@geoffreaux You wear a mask to prevent spread, to protect the vulnerable, to save lives and support our hospital workers. You wear it for your country because we are War with a virus that has taken more lives than the Vietnam and Korean Wars combined. Don't be a D!CK. #WearADamnMask",,WearADamnMask,,,,,,,
Mon Jul 20 22:00:52 +0000 2020,202,1285333880321474561,Another heartbreaking face of this pandemic. #WearAMask https://t.co/iKedgUXjd6,,WearAMask,,,,,,,
Sat Mar 28 08:35:44 +0000 2020,88,1243819047759773703,"Trump administration allows companies to break pollution laws during coronavirus pandemic https://t.co/VIyJY89BEM
 Extraordinary move signals to US companies that they will not face any sanctions for polluting the air or water https://t.co/U3AeVPVdsg",,,,,,,,,
Wed Jun 10 01:23:27 +0000 2020,162,1270526961379672067,"@icecube Covid19 FEAR is their religion to destroy the economy &amp; our rights/freedoms
 Thou shalt obey lying health officials
 Thou shalt wear a mask
 Thou shalt socially distance to divide #Americans &amp; destroy business sales, except OK to riot
 Thou shalt be vaccinated
 https://t.co/w7y2w49EpJ",,Americans,,,,,,,
Mon Jul 27 16:01:13 +0000 2020,209,1287780086410883078,Uhhh...That’s not how you wear a mask https://t.co/Ya42LVMrsc,"WH Advisor Larry Kudlow wore a mask today while talking to reporters. Asked why he finally decided to wear one, the 72 year old said seeing reporters wearing masks influenced his decision &amp; he is now encouraging masks as a way to help economy recover. @CBSNews https://t.co/LyLYLcFvYH",,,,,,,,
Sun Jul 05 17:59:34 +0000 2020,187,1279837340924473344,"@ravena68 @LegalsOnlyInUSA I absolutely agree. Those who tell us to just roll over, wear a mask, it is not a big deal are the same as the German sheep who helped Hitler and later tried to claim they didn't know....",,,,,,,,,
Tue Jun 23 23:29:50 +0000 2020,175,1275571799548260352,"@guardian Different types of mask offer different levels of protection. Check if the face mask you’re using offers the protection we expect from COVID-19. Very helpful explanation from this video. 
 

 https://t.co/UCMzFWAZbs
 

 #facecoverings #facemasks #COVID__19 #NewNormal",,facecoverings facemasks COVID__19 NewNormal,,,,,,,
Sun Jun 28 06:03:05 +0000 2020,180,1277120315655483394,MAGA YELL LOUDLY DO NOT BE A SHEEEEEP!!!! Dump your stupid MASK!!!! #COVID19 #CoronaVirus #COVID19Quarantine #California #49ers #sfgiants #travel @GavinNewsom @dougducey OPEN UP AMERICA NOW🇺🇸🇺🇸🇺🇸🇺🇸🔥🔥🔥🔥🔥🔥🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🔥🔥🔥🔥🔥🔥🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/SjpXIrexjJ,,COVID19 CoronaVirus COVID19Quarantine California 49ers sfgiants travel,,,,,,,
Tue Apr 07 19:07:53 +0000 2020,98,1247602011555663873,"April is #DoGoodUMD month and we’re highlighting a cause/wk starting w the UMD Student Crisis Fund which assists students who faces an unanticipated financial emergency. A gift helps students meet their most basic needs during the pandemic. #ShellsUnited
 https://t.co/9vveEFyghu https://t.co/XSXqlvNfzI",,DoGoodUMD ShellsUnited,,,,,,,
Sun Jun 28 10:25:18 +0000 2020,180,1277186301981331457,"Poles face long lines, coronavirus limits in presidential vote https://t.co/1R3h6L7Nz0",,,,,,,,,
Wed Jun 17 17:15:47 +0000 2020,169,1273303340928110592,Should someone tell old people they dont have to wear their corona mask when driving alone in their own car 😂😂🤦‍♂️,,,,,,,,,
Sun Jul 19 21:36:48 +0000 2020,201,1284965439110631427,How you follow me all the way in the store? 1. You aren’t wearing a mask. 2 back the way up we are in a pandemic. 😒,,,,,,,,,
Sat Jun 06 18:25:34 +0000 2020,158,1269334634808123395,Fact Check: Hypercapnia Does NOT Occur From Constant Use Of A Mask As Advised During The COVID-19 Outbreak Lead Stories https://t.co/0ykHbAkg4b via @leadstoriescom,,,,,,,,,
Sun Jul 19 14:04:13 +0000 2020,201,1284851543091621889,"@politico Are we really happy here
 With this lonely game we play?
 Looking for words but not spit to spray
 Searching but not finding understanding
 We're lost in a mask parade..
 -
 CO Gov. Polis imposed statewide mask requirement this week viz. rising coronavirus cases https://t.co/9GJc04pxvy",,,,,,,,,
Sat Apr 04 00:26:35 +0000 2020,95,1246232664614584321,@DeniseGst I don’t know. My point is it’s likely masks made in China are sold there and around Asia. There are likely committed orders that 3M is bound to fulfill. Same in other parts of world. Maybe Kraft was picking up masks that the Alibaba guy had committed to donate.,,,,,,,,,
Thu Jun 18 08:49:04 +0000 2020,170,1273538208127750144,"United Airlines begins facemask crackdown Thursday, may deny future travel https://t.co/2HmG01Tne1",,,,,,,,,
Wed Jul 01 16:29:15 +0000 2020,183,1278365060038098945,As long as you wear a mask social distance and don t harass your neighbors sit on that hill to your heart s content with your lame guacamole less Mexican food,,,,,,,,,
Thu Jun 11 17:47:30 +0000 2020,163,1271136994224029696,"Protesters everywhere, please follow the advice of the first tweet in this thread.👇#KeepSafe #WearMasks #SocialDistance https://t.co/lpovgtlfqs","I want to encourage all who attended protests to go for COVID-19 testing, whether or not you have symptoms. Contact tracing is extremely difficult in large crowds such as this, so please also be mindful of your actions in the coming 2 weeks. (7/11)",KeepSafe WearMasks SocialDistance,,,,,,,
Wed Jul 29 19:39:23 +0000 2020,211,1288559768198676481,I have a first aid certificate. Wear a mask. Is that any good for u? https://t.co/0xmrjYpBWz,,,,,,,,,
Sat Aug 08 00:42:46 +0000 2020,221,1291897608982728705,"@red51259 @PatrickNova6 @WhiteHouse This is far from a scam its a very real deadly virus.  Had @realDonaldTrump done what was recommended and lockdown, mandate masks resist opening economies too soon the numbers would be drastically lower and things would be much further ahead Trump is the direct cause of the drop",,,,,,,,,
Fri Jul 10 01:48:52 +0000 2020,192,1281404994525130752,"@GovHerbert All Utah COVID-19 deaths that occur while you're walking your party's line are on you, Governor Herbert.
 Save Utahns.
 Mandate masks.
 Close non-essential businesses.",,,,,,,,,
Sun Aug 09 00:12:12 +0000 2020,222,1292252303660142597,‘There’s No Debate’: Fox News Host Shuts Down Rachel Campos-Duffy For Claiming There is a Debate on Whether Masks are ‘Good’ https://t.co/xXrw8stwck #Covid19 #Coronavirus #Pandemic,,Covid19 Coronavirus Pandemic,,,,,,,
Sun Feb 16 06:40:22 +0000 2020,47,1228932110834008065,"The bizzare things about Corona virus is, everytime we hear someone's sneezing in the office. People directly asked ' who's sneezing?' 'where have u been?' *all the faces stare as if they just murder someone 🤣🤣🤣",,,,,,,,,
Wed Mar 11 21:57:10 +0000 2020,71,1237860141413724160,Tests show new coronavirus lives on some surfaces for up to 3 days https://t.co/ubUuT5KV7T,,,,,,,,,
Sun Jul 19 11:32:34 +0000 2020,201,1284813378704351233,St Louis is having exploding positives and finding it challenging to keep people wearing masks and social distancing at...nightclubs...,,,,,,,,,
Wed Jul 01 21:38:14 +0000 2020,183,1278442818592288769,@MinnesotaMiners @MissTalia_Marie @GovTimWalz As my AZ family heads up north to escape the heat I suggest you wear a mask.,,,,,,,,,
Wed Jul 08 07:39:42 +0000 2020,190,1280768509774123009,"@prince5121980 We regret the inconvenience, kindly DM us your concern with complaint number &amp; contact number to assist you further. Due to COVID-19 outbreak in India, Operations have affected. Hence, it may take longer than usual to respond, so you may face some delay. https://t.co/1f0TAnYUhP",,,,,,,,,
Sun Jun 28 22:53:34 +0000 2020,180,1277374610145775622,"Why should some have to stay isolated in their home because others are ignorant, disrespectful, and arrogant. Older people like to socialize too. Making sure there are hospital beds should not be the goal . WEAR A MASK. JUST DO IT!",,,,,,,,,
Mon Jul 20 04:07:27 +0000 2020,202,1285063748659539968,"@PadmaLakshmi I just do not understand why people continue to be naysayers and refuse to wear precautionary facial masks. Simply wearing a mask and hand washing will save lives, especially the most vulnerable. I work in a hospital and beg all to please wear a mask.",,,,,,,,,
Tue Jul 14 16:16:50 +0000 2020,196,1283072976955551744,Mad how you’ve got certain people that think their ancestors fought and died in a war so they wouldn’t have to wear masks during a pandemic. https://t.co/e7JTnR4agf,,,,,,,,,
Fri Feb 07 23:43:54 +0000 2020,38,1225928199726653445,"""Sharma ke ye kyun parda-nashin
 ""Corona"" pukaara kartein hain? 
 Ye fiqr ki izzat rakhne ko 
 Baqwaas gawaara kartein hain.""
 

 All of my apologies to Shakeel Badayuni sahab; I ruined your qawwali in the name of idiots wearing useless surgical masks on the train.",,,,,,,,,
Wed Jul 01 22:01:18 +0000 2020,183,1278448621806026752,"We're in this together. My mask protects you, your mask protects me. Wearing a mask when you have to go out for essential items is one of the best ways to prevent the spread of #COVID19. #health #protectothers #publichealth https://t.co/M9HF8X8uJU",,COVID19 health protectothers publichealth,,,,,,,
Mon Jul 27 17:08:17 +0000 2020,209,1287796968186675200,"McNeil stated that, when delivering his mandatory mask edict that we needed to be prepared for a second wave of covid. Isn't that sort of kind of like putting your winter coat on inside the house hours before you're actually going to leave the house during the winter months.",,,,,,,,,
Fri Aug 14 18:44:47 +0000 2020,227,1294344234775056388,"Right-wing media freak out over “tyrannical” Biden proposal for nationwide mask mandate
 https://t.co/AJHRLui2s5",,,,,,,,,
Mon Jul 20 04:28:31 +0000 2020,202,1285069048271650817,"@TutorCambodia @BKKEnemy @Ajarncom 1/ million does make sense. Just make it a law to wear a mask, when you’re not at home. Then when they have a good vaccine, you would need proof of getting one. Before you fly. Other choice is let no one in for a yr. That is not an option.",,,,,,,,,
Sat Jun 27 23:35:57 +0000 2020,179,1277022889011744770,"@washingtonpost Nonsense.
 Masks contribute NOTHING to/from masculinity. However, STUPIDITY does! #COVID #COVIDIDIOTS #Masks",,COVID COVIDIDIOTS Masks,,,,,,,
Fri Jun 19 15:43:33 +0000 2020,171,1274004905439703044,"Masks and/or social distance or just kill others with your Coronavirus superpower? That's about where we are.
 https://t.co/OpYROO5eby",,,,,,,,,
Sat Aug 08 15:27:18 +0000 2020,221,1292120205171339267,"If I can wear a mask for two hours while I get a tattoo, you can wear one for 10 minutes in a Lidl https://t.co/EIm6ud3zZd",,,,,,,,,
Wed Aug 05 16:18:39 +0000 2020,218,1291045964392747008,BWH cardiology fellow @joshualangpl sharing his experiences from the peak of the pandemic. #Masks4All https://t.co/3prIKef9aY,"Healthcare workers on the frontlines don't only take care of their patients, they also take care of each other. 
 

 @joshualangpl shares how the aid of a fellow frontline worker helped him get his bearings while in the COVID unit.
 

 @BrighamWomens 
 @BrighamFellows 
 @harvardmed https://t.co/JvTPXVvRqV",Masks4All,,,,,,,
Wed Jul 01 14:13:09 +0000 2020,183,1278330809649266688,@BillTzamaras We will wear a mask in till it`s safe an if not we will wear a mask in till it is or for ever.,,,,,,,,,
Wed Jul 22 00:50:26 +0000 2020,204,1285738944349515777,"Funny, now Trump decides to tell his supporters to wear a mask. Lmfaooo 🙃",,,,,,,,,
Sat May 30 05:06:58 +0000 2020,151,1266596946547884032,.also 'google news' 'wuhan jogger collapses' than youll see is not good wear mask when your outside maybe only when inside due to the situation!! where is the #AirPoliceNow #EnvironmentalPolice #EPA where are you?? @realDonaldTrump @TeamTrump @WhiteHouse #AsiansRising #ThisIsWar,,AirPoliceNow EnvironmentalPolice EPA AsiansRising ThisIsWar,,,,,,,
Sat Aug 01 11:27:34 +0000 2020,214,1289523159503261696,with TikTok gone i can finally take off my mask. the pandemic is over!,,,,,,,,,
Wed Apr 29 06:06:54 +0000 2020,120,1255378004739588098,@IvankaTrump @WhiteHouse @bittyandbeaus No masks and no Social Distancing that sure send's a mixed message.,,,,,,,,,
Wed Aug 12 21:33:23 +0000 2020,225,1293661884542050304,"@FoxNews If y’all believe #coronavirus is real, please tell @realDonaldTrump to issue a #NationalMaskManfate instead of playing #golf.",,coronavirus NationalMaskManfate golf,,,,,,,
Wed Jun 10 06:16:59 +0000 2020,162,1270600833147830274,"@DostLalit We regret the inconvenience, kindly message us your complaint number &amp; contact number to assist you further. Due to COVID-19 outbreak in India, Operations have affected. Hence, it may take longer than usual to respond, so you may face some delay. https://t.co/1f0TAnYUhP",,,,,,,,,
Fri Jun 19 23:42:13 +0000 2020,171,1274125362323247104,"TESTING &amp; MITIGATION &amp; DISTANCING &amp; FACE MASKS ARE KEY !!
 

 BE A HERO
 

 PLEASE ASK ALL AMERICANS TO STAY INSIDE AT HOME FOR 6 TO 8 WEEKS TO SLOW THE SPREAD OF THE CORONA VIRUS &amp; PREVENT DEATH OF MOTHER. FATHER, SISTER, BROTHER, AUNTS, UNCLES, NA NA -
 

 YOU ARE A HERO https://t.co/ifNOuxZ76s","After the Department of Justice and a Republican senator called on Congress to make it harder for tech sites to remove content that violates terms of service, Facebook removed a slew of content posted by Trump’s campaign for violating its terms of service https://t.co/xNxr68G3Kf",,,,,,,,
Mon Jun 08 14:03:09 +0000 2020,160,1269993371109593092,"Kids can't keep social distancing. They can't keep nose masks on to save their lives. They touch EVERYTHING.
 Personally, I wouldn't send my kids off to school till I know its safe.  
 #schoolreopening is a bad idea",,schoolreopening,,,,,,,
Tue Jul 21 03:46:04 +0000 2020,203,1285420755572817920,@RedStatePatrio1 @thehill @tedcruz Other then not knowing the difference between “are” and “our” how you doing there dumbass? Please don’t wear a face mask I won’t want you to lose that freedom.,,,,,,,,,
Mon Jun 29 03:22:19 +0000 2020,181,1277442246170873857,"When your wife asks for a rainbow mask, you make her a #rainbow #mask
 

 This pattern and accompanying video tutorial are gifts to the world. Many thanks to @Craftpassion 
 

 #COVID19 #Covid19usa 
 #Pride #PRIDE2020 #Masks4All https://t.co/gMtwUD9uSe",,rainbow mask COVID19 Covid19usa Pride PRIDE2020 Masks4All,,,,,,,
Wed Jul 01 19:12:17 +0000 2020,183,1278406085578285058,@Deborahbreines2 Can't imagine why ethically-challenged trump didn't capitalize on this pandemic by having Ivanka secure exclusive Chinese TMs for MAGA/Trump masks. Then signing an executive order mandating all citizens buy them from his family exclusively and wear them daily...,,,,,,,,,
Sat Jul 04 15:47:41 +0000 2020,186,1279441763506237441,"@sjl5362 @MayorMemphis @CityOfMemphis Yeah, I watched the 2 vet assistants yesterday fiddle with their mask 42 times between the 2 of them in 20 minutes. That’s how Covid spreads. Hands to the face. Wearing a mask greatly increases the odds of touching your face and exposing yourself or others to all kinds of germs",,,,,,,,,
Mon Aug 03 18:31:03 +0000 2020,216,1290354511563730944,"@MikeWeb23015096 yup. the lockdown here has been useless. bc people are being idiots and not wearing masks, opening back up too soon, not staying inside etc. plus the lockdown happened way too late. thx to the president. its his fault things are going so badly here. other places 1/2",,,,,,,,,
Sat Jul 25 11:43:29 +0000 2020,207,1286990449874546690,Why wear a mask when Fauci doesn't?,,,,,,,,,
Mon Jul 27 02:31:10 +0000 2020,209,1287576234495545344,Look at that face. Who would vote for this guy for anything? I mean for anything whatsoever? https://t.co/qHdAVjOOQQ,"Gov. DeSantis: Coronavirus spike not caused by Floridians’ behavior, it’s ‘seasonal’ https://t.co/8r5LSoCtEd",,,,,,,,
Thu Jul 23 10:42:25 +0000 2020,205,1286250307974987776,“Wear a f**ing mask” @springsteen https://t.co/oVn4kFyPNK,,,,,,,,,
Thu Jul 09 20:55:27 +0000 2020,191,1281331150850596866,"@LeadersMaster @GOP You're mad at the president because he didn't force you to wear a mask?😀
 

 ""Testing protocols""? If you need a test, go get a test. We don't need the gov't to hold our hand
 

 National tracing is not necessary and infringes on privacy laws
 

 ""not enough PPE because China bought ALL",,,,,,,,,
Wed Aug 12 01:29:56 +0000 2020,225,1293359026890186753,I wear masks to show I may be asymptomatic. Stopping COVID. I'm a solution not a problem. No gov't control. Helping others. It isn't about me &amp; my comfort. I'm considerate. Not weak scared stupid or controlled. Preventing death. U? #ProudlyWearAMask ✝️💞🦋 https://t.co/rUFlLwG779,,ProudlyWearAMask,,,,,,,
Tue Jul 28 20:07:12 +0000 2020,210,1288204381280583681,"@RyanGanoJr Protests = nearly everybody was wearing masks, mostly practicing social distancing, using copious amount of hand sanitizer, not an alcohol fueled event. Most importantly, people of color won’t live through a pandemic if the police keep shooting them or choking them to death.",,,,,,,,,
Wed Jul 22 01:49:52 +0000 2020,204,1285753897961902084,And... aly that shouting and close contact- even with the masks- are NOT going to add to that wave?? https://t.co/kBHby6e1lo https://t.co/Cu3YkdYI7t,"BREAKING - While #Israel is being hit by a second #COVID19 wave, thousands gather in #Jerusalem to protest against how the government is dealing with it. People siege #Netanyahu's residence. Clashes with the police reported and 6 detained.
 https://t.co/jyrBH2xDdY",,,,,,,,
Thu Jun 11 10:53:59 +0000 2020,163,1271032930157105152,"“The harm caused by rape and sexual violence was hard to surface during Covid19” Noeline Blackwell says, highlight the awareness around domestic abuse not joy sexual abuse during lockdown #FeministAgenda @DublinRCC",,FeministAgenda,,,,,,,
Mon Jul 13 02:06:02 +0000 2020,195,1282496475528929281,"@AnimalNative @w_terrence That’s precious! I’ve HAD covid, have you? I wore a mask and continue to, FOR PEOPLE LIKE YOU, even with permanent lung damage from #Covid_19 ! Gotta love #COVIDIOTS",,Covid_19 COVIDIOTS,,,,,,,
Mon Aug 03 21:08:31 +0000 2020,216,1290394138458947589,"@DevinScillian @jonathanoosting @freep @detroitnews @NolanFinleyDN The citizens of Michigan have been giving up personal choice. To go to work. Open their business , wear a mask for 5 months. Trying to follow her EO orders. 
 

 Yet the press here in Michigan won’t ask the Gov her position on below.
 

 https://t.co/BcR1t7LLvo","If a Corona Vaccine is approved while @GovWhitmer is Governor will she mandate Michigan Citizens be vaccinated with threats of legal penalties for those who won’t comply ??
 

 Or say it’s a Personal Choice ??",,,,,,,,
Sun Jul 19 23:06:42 +0000 2020,201,1284988063232536577,@JoeBiden Where are we at on masks and social distancing now?,,,,,,,,,
Wed Jul 29 01:13:01 +0000 2020,211,1288281341679869958,"Defenders Of The Earth | T-Shirts, Masks etc 
 

 #tee #tshirt #pins #hoodies #facemask #socialdistancing #socialmask #mask 
 #DotE #DefendersOfTheEarth #cartoon #comics #80s #flashgordon #thephantom #mandrake #lothar #ming 
 

 Link: https://t.co/Ma5aSeVa5e https://t.co/m9FbLplQZv",,tee tshirt pins hoodies facemask socialdistancing socialmask mask DotE DefendersOfTheEarth cartoon comics 80s flashgordon thephantom mandrake lothar ming,,,,,,,
Thu Jul 02 11:23:46 +0000 2020,184,1278650570866384897,AMEN JESUS!!!😔😔😔😔PEOPLE DISTANCE WEAR A MASK https://t.co/wVwUQfn9Dx,"Incredible, harrowing @NewDaystory from a San Antonio hospital being swamped by the rise of coronavirus cases. When a reporter who has covered all manner of tough stories starts crying on air you know this is serious. Bravo, @miguelmarquez, your producer and photographer.",,,,,,,,
Sun Apr 12 09:16:11 +0000 2020,103,1249265045143355393,@Abhijeet77377 @Jane_Sarah_mia Why should china help Italy out when they face so much discrimination from the west. Who helped China in their moment of need? Nobody. China's already sent so much medicial equipment to help countries where is the thank you they deserve.,,,,,,,,,
Wed Jul 29 15:30:46 +0000 2020,211,1288497201644212225,"The Phantom of the Opera' Closes Permanently in London - https://t.co/Qn7JmowYha #Arts #Dollar #Gross #TheWrap Andrew Lloyd Webber’s hit musical “The Phantom of the Opera,” which popularized masks long before the coronavirus pandemic, has “perm...",,Arts Dollar Gross TheWrap,,,,,,,
Fri Jul 03 04:08:55 +0000 2020,185,1278903525179895808,"@Chanell54616129 @AJCalMaga @w_terrence @jellen805 @realDonaldTrump You are blaming the Dems and not the virus or the aggressive reopening? 
 

 Folks are dying sis, I'm sorry you don't have a job, but maybe if folks would follow CDC guidelines and wear a mask, we wouldn't be in this situation. 
 

 Texas found out the hard way. https://t.co/OcF6PeeRXf","Texas Gov. Greg Abbott orders people to wear masks in public across much of the state as virus cases and hospitalizations spike. Abbott had pushed an aggressive reopening of the state economy, but last week moved to close bars and limit restaurant dining. https://t.co/h0cLWBtG22",,,,,,,,
Sun Jul 12 02:44:00 +0000 2020,194,1282143646247194626,"Just saw a post on Facebook where someone basically said they don't care if others die because their right to not wear a mask is the only thing that matters.
 

 WHAT THE ACTUAL FUCK.",,,,,,,,,
Tue Jul 14 03:26:25 +0000 2020,196,1282879095920001024,@RealJamesWoods Happened to my family in WV. I'm filled with a fury unimaginable for the abuse and neglect our elderly are being faced with. My father is dying tonight of COVID. God moved mountains for me to get an end of life visit after 4 months. He has Alzheimer's. #CrimesAgainstHumanity,,CrimesAgainstHumanity,,,,,,,
Sun Jul 19 15:33:56 +0000 2020,201,1284874117427032064,"@dvdbllrd @rgigger @conor64 That’s definitely possible! Although the medical community was against the use of masks for the first month or two of the virus, and that’s when the worst of it happened. I’m glad Trump is on his way our, but it’s sad it took a pandemic to do it",,,,,,,,,
Tue Jul 21 17:53:16 +0000 2020,203,1285633960844894216,"Besides calling AOC a Fvcking B*itch in the halls of congress, @TedYoho doesn't wear a mask in the halls of congress. He claims he wants to develop ""herd immunity"" .
 

 If anyone is a Fvcking B*tch, it's Ted.",,,,,,,,,
Mon Jun 22 16:39:29 +0000 2020,174,1275106141089992709,"@QuancyClayborne the chance of contracting the corona virus while you jog or bike is very low. 
 bring a mask for unforeseen events but enjoy the ride guilt free.",,,,,,,,,
Sun Jun 28 19:56:29 +0000 2020,180,1277330047687200769,Typical #MAGA2020. Death toll will continue to rise. When can we get a leader? #TrumpDeathToll128K #TrumpTreason #Covid_19 #COVIDIOT #MaskUp #FloridaCovidEpicenter #TexasCOVID #MasksAreForSheep 😂 #TrumpHasNoPlan #GOPCowards #Conservatives https://t.co/LO5Rpn97m5,I don't think anything I've seen so perfectly captures why there's no way the US is going to be getting on top of COVID-19 pandemic anytime soon. https://t.co/Sa0WNYyYs6,MAGA2020 TrumpDeathToll128K TrumpTreason Covid_19 COVIDIOT MaskUp FloridaCovidEpicenter TexasCOVID MasksAreForSheep TrumpHasNoPlan GOPCowards Conservatives,,,,,,,
Wed Aug 12 11:11:56 +0000 2020,225,1293505494305452032,"#CORONAVIRUS update 8/12/2020:
 *New Zealand imposes isolation measures on people connected to 4 new confirmed cases.
 *Auckland in Level 3 lockdown.
 *Face masks now compulsory in all public places in Brussels.
 *Paris Marathon canceled.
 https://t.co/PCTxJNvuAu https://t.co/kikweOTxdK",,CORONAVIRUS,,,,,,,
Mon Jun 15 13:58:20 +0000 2020,167,1272528874354757633,@teamrocketgaaew @SangyeH @ReverendCrush I have a weak immune system. Been wearing a mask long before COVID because I know Americans in general don’t care about anyone but themselves. You’re full of shit.,,,,,,,,,
Sat Jul 25 09:23:56 +0000 2020,207,1286955333395656709,.@radiostradbroke https://t.co/Hkr6XDbDac #staysafe #WearAMask #nowplaying Aztec Camera - All I Need Is Everything,,staysafe WearAMask nowplaying,,,,,,,
Tue Jul 14 00:41:41 +0000 2020,196,1282837638844735488,"@paulrey99 Mask with catch droplets you exhale which encapsulate the virus, protecting those around you. It just doesn't seem like a big deal to wear one for a few months.",,,,,,,,,
Tue Jul 14 19:21:46 +0000 2020,196,1283119517208543233,I cannot believe all the weeping and wailing about wearing a mask. Just wear the bloody thing and shut the fuck up.,,,,,,,,,
Wed Jul 15 17:44:02 +0000 2020,197,1283457310279512065,What's the over-under on aging Wal-Mart greeters that get pummeled by Hillbilly Bob or Karen Cul-de-sac when they're told to wear a mask when entering the store?,,,,,,,,,
Sat Jul 18 17:21:08 +0000 2020,200,1284538707547230208,AA's refusal to enforce the mask policy as Sen. Cruz flew is symptomatic of flyers' cynicism. I personally will never fly AA again. https://t.co/tYt7VgTrHQ,"The recent growth in COVID-19 cases is cooling the very modest rebound in travel demand, American said. https://t.co/xx8zlDCkw8",,,,,,,,
Fri Jun 26 22:07:43 +0000 2020,178,1276638299059294209,"Texas GOP convention won’t require masks, despite COVID-19 surge in Houston and state https://t.co/yzZIg5upEF",,,,,,,,,
Tue Jun 30 01:20:08 +0000 2020,182,1277773885690261505,@tcjbone @PlamenDobrev @Bob74068898 @NYGovCuomo Why can't we sue our incompetent president for allowing such devastating numbers??? Every other country on the planet requires its citizens to adhere to proper social distancing and the use of a face mask while our president refuses to acknowledge them.. can i sue that idiot yet?,,,,,,,,,
Thu Jul 02 23:26:54 +0000 2020,184,1278832552913100802,"@realDonaldTrump @RoyCooperNC @DanForestNC ROY COOPER FOR GOVERNOR!!! He did the right thing, unlike you. Look at your disaster rally! No masks, no social distancing = COVID!! You don’t care about anyone but yourself!!",,,,,,,,,
Sat Jul 11 23:47:45 +0000 2020,193,1282099287346819072,"""why da fuck did i tell them to wear mask, I can't breathe in this thing"" https://t.co/vPgwRqHYjF","WATCH: President Donald Trump wears a mask during a scheduled visit to the Walter Reed National Military Medical Center, a rare instance of doing so publicly as #coronavirus cases continue to pile up in the U.S. https://t.co/Ksz3vQOryn",,,,,,,,
Sun Jul 26 17:22:55 +0000 2020,208,1287438262655684609,"Walmart, Home Depot Won’t Enforce Face Mask Rules Following Violent Confrontations https://t.co/lA7rTJNG21 #COVID19 #COVID",,COVID19 COVID,,,,,,,
Fri Jul 03 11:39:00 +0000 2020,185,1279016792183189504,"Masks are useless. They want everyone to be scared to be in public spaces. This is all about control &amp; not about safety for you/others. The more commercials I see encouraging masks, the more I see the America we all know, fade away. https://t.co/wLQZqF5GMi","From the New England Journal of Medicine: “We know that wearing a mask outside health care facilities offers little, if any protection from infection. . . In many cases the desire for widespread masking is a reflexive reaction to anxiety over the pandemic.” https://t.co/8GdruuYEMk",,,,,,,,
Wed Jul 22 03:40:50 +0000 2020,204,1285781827047874560,"@marsha_maga See that’s how you play. I’m sure you are a lovely person (outside of that whole “fangirling for a racist grifting sentient pile of dogshit who’s running our great country into the ground on as many fronts as possible”). Have a blessed night and please do wear a mask, Marsha!",,,,,,,,,
Sun Jul 26 14:20:47 +0000 2020,208,1287392426114666498,"We keep finding ways to entertain ourselves at home! 😂 Thank you @hamiltonmusical for the background music... We’ve loved #Hamilton since we first saw it back in 2016! 
 

 #summerfun #juggle 🤪 #wearamask https://t.co/wtNKGlQYNs",,Hamilton summerfun juggle wearamask,,,,,,,
Thu Jul 02 14:44:05 +0000 2020,184,1278700981505703936,@GovernorTomWolf Look this mask thing is simple. If dont wear a mask I’m cool with that it’s their choice. If you think it’s a problem just stay away from them. This is not rocket science. Stay away mind your own business and go about your day.,,,,,,,,,
Thu Jul 16 01:25:26 +0000 2020,198,1283573421587271680,@DrOakley1689 It should worry every US citizen to hear other free citizens beg other free citizens to wear a mask or else the governor will shut the state down. This translates to obey or else...,,,,,,,,,
Wed Jul 08 18:39:28 +0000 2020,190,1280934544443654145,Shocking 🌊 dispose of your masks &amp; gloves responsibly https://t.co/M1eJudeRSI,"""The glove or mask that you take off and casually disregard... could easily be the glove or mask that kills a whale""
 

 As the world battles coronavirus, more and more protective equipment is ending up in the sea
 

 https://t.co/jBPDE7xZrF https://t.co/1nuDAtBMdX",,,,,,,,
